dataset,series,detector,custom_vus_pr,reference_vus_pr
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,timesfm_resid,0.012550289272013704,0.01103404983917795
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,tirex_resid,0.015953898698031602,0.01481722958472836
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,chronos_base_resid,0.013488831343601758,0.011972567245267582
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,chronos_small_resid,0.011987852670602317,0.010128328021039277
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,knn,0.03323392470587387,0.03276307308779777
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,lof,0.02962986714594083,0.03036782522862499
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,ae,0.040406514372576016,0.035240970075168715
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,iforest,0.01470569889476769,0.015090898647107396
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,timesfm_resid,0.01409965929655474,0.014564763936919868
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,tirex_resid,0.013919772508539742,0.01413361304178916
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,chronos_base_resid,0.011102875627257251,0.011138887999255123
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,chronos_small_resid,0.010626644354617009,0.010599734319230692
ucr,115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,knn,0.2679763123264136,0.26007659647480524
ucr,115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,lof,0.059177391919311526,0.04626949675004187
