detector,series,forecast_err_normal,sep_ratio,effect,vus_pr
chronos_base_resid,ucr/216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370,11.4444,1.3498,0.1429,0.0032
chronos_base_resid,ucr/217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370,8.05759,0.8566,-0.0611,0.0025
chronos_base_resid,ucr/218_UCR_Anomaly_STAFFIIIDatabase_41117_210720_211370,7.49267,1.0358,0.0148,0.0030
chronos_base_resid,ucr/219_UCR_Anomaly_STAFFIIIDatabase_41612_64632_64852,7.33996,3.8004,1.1628,0.0037
chronos_base_resid,ucr/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370,3.58375,1.2250,0.1652,0.0034
chronos_base_resid,ucr/221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852,10.8551,0.6521,-0.1417,0.0043
chronos_base_resid,ucr/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700,2.95317,1.6797,0.3074,0.0058
chronos_base_resid,ucr/223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700,2.0342,0.5006,-0.2574,0.0041
chronos_base_resid,ucr/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700,1.9546,0.6416,-0.1608,0.0042
chronos_base_resid,ucr/225_UCR_Anomaly_mit14046longtermecg_81214_143000_143300,1.38861,2.3089,0.6556,0.0059
chronos_base_resid,ucr/226_UCR_Anomaly_mit14046longtermecg_96123_123000_123300,0.915374,4.2639,1.5317,0.0175
chronos_base_resid,ucr/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100,1.46706,1.2894,0.1811,0.0036
chronos_base_resid,ucr/228_UCR_Anomaly_mit14134longtermecg_11361_47830_47850,1.72306,2.7952,1.3328,0.0025
chronos_base_resid,ucr/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970,1.70552,2.7908,1.3614,0.0017
chronos_base_resid,ucr/230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610,1.84704,1.3627,0.2889,0.0044
chronos_base_resid,ucr/231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790,1.75215,0.7535,-0.1599,0.0071
chronos_base_resid,ucr/232_UCR_Anomaly_mit14134longtermecg_8763_57530_57790,1.74921,0.7610,-0.1551,0.0065
chronos_base_resid,ucr/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390,2.07655,1.4399,0.2875,0.0014
chronos_base_resid,ucr/237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370,1.87033,1.3980,0.2606,0.0163
chronos_base_resid,ucr/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780,2.13726,2.4150,1.0041,0.0074
chronos_base_resid,ucr/242_UCR_Anomaly_tilt12744mtable_100000_104630_104890,3.49459,1.5215,0.3118,0.0026
chronos_base_resid,ucr/243_UCR_Anomaly_tilt12744mtable_100000_203355_203400,3.33711,0.7009,-0.1727,0.0006
chronos_base_resid,ucr/244_UCR_Anomaly_tilt12754table_100013_104630_104890,1.85202,2.3072,0.6838,0.0033
chronos_base_resid,ucr/245_UCR_Anomaly_tilt12754table_100211_270800_271070,1.84715,4.0691,1.6220,0.0089
chronos_base_resid,ucr/246_UCR_Anomaly_tilt12755mtable_100211_270800_271070,3.87733,1.8245,0.4505,0.0031
chronos_base_resid,ucr/247_UCR_Anomaly_tilt12755mtable_50211_121900_121980,4.43304,1.4302,0.2522,0.0011
chronos_base_resid,ucr/248_UCR_Anomaly_weallwalk_2000_4702_4707,0.350424,3.4758,2.2188,0.0111
chronos_base_resid,ucr/249_UCR_Anomaly_weallwalk_2753_8285_8315,0.386991,1.0971,0.0886,0.0072
chronos_base_resid,ucr/250_UCR_Anomaly_weallwalk_2951_7290_7296,0.395964,2.3001,1.1859,0.0053
chronos_base_resid,nasa/E-2,961.54,7.2452,0.8392,0.1097
chronos_base_resid,nasa/E-8,1408.55,37.2016,6.5542,0.0829
chronos_base_resid,nasa/S-1,3399.16,15.5194,3.9939,0.0587
chronos_base_resid,nasa/E-1,8.61151,6048.5644,29708.2014,0.0888
chronos_base_resid,nasa/E-4,1302.98,1.6688,0.0992,0.2063
chronos_small_resid,nasa/P-2,550.439,5.3876,0.4246,0.1130
chronos_small_resid,nasa/P-3,285.934,18.9867,1.3501,0.1141
chronos_small_resid,nasa/F-1,882.107,0.0091,-0.1396,0.0132
chronos_small_resid,nasa/P-4,955.007,0.0084,-0.1461,0.1001
chronos_small_resid,nasa/T-1,1292.76,0.0061,-0.1648,0.1652
chronos_small_resid,nasa/T-2,1155.41,0.0069,-0.1481,0.1829
chronos_small_resid,nasa/D-8,438.482,0.0183,-0.0937,0.0080
chronos_small_resid,nasa/D-9,656.123,0.0122,-0.1128,0.1341
chronos_small_resid,nasa/F-2,1536.96,0.0052,-0.1777,0.2994
chronos_small_resid,nasa/G-4,1797.63,0.0045,-0.2466,0.0053
chronos_small_resid,nasa/T-3,884.495,0.0112,-0.1444,0.0269
chronos_small_resid,nasa/D-11,34295.6,1.3548,0.5316,0.1001
chronos_small_resid,nasa/D-12,5380.06,0.0015,-0.4276,0.2864
chronos_small_resid,nasa/B-1,911.561,0.0089,-0.1350,0.0106
chronos_small_resid,nasa/G-6,878.477,0.4735,-0.0700,0.0338
chronos_small_resid,nasa/G-7,3613.21,0.0022,-0.2924,0.2983
chronos_small_resid,nasa/P-7,1217.38,0.0067,-0.1567,0.1800
chronos_small_resid,nasa/R-1,1085.53,0.0075,-0.1484,0.0142
chronos_small_resid,nasa/A-5,745.31,19.5027,2.6409,0.1077
chronos_small_resid,nasa/A-6,1703.12,0.0049,-0.1934,0.0127
chronos_small_resid,nasa/A-7,2644.88,0.0030,-0.2732,0.2575
chronos_small_resid,nasa/D-13,4769.38,0.0017,-0.3472,0.0238
chronos_small_resid,nasa/A-8,37333.6,1.2989,0.4748,0.3690
chronos_small_resid,nasa/A-9,3354.13,0.0225,-0.2830,0.3332
chronos_small_resid,nasa/M-1,55909.3,0.8955,-0.6843,0.6331
chronos_small_resid,nasa/M-2,56409.3,0.8887,-0.7333,0.6286
chronos_small_resid,nasa/P-10,45956.8,1.2020,0.6617,0.0718
chronos_small_resid,nasa/F-7,53624.7,0.8856,-0.6798,0.1262
chronos_small_resid,nasa/M-3,54323.1,1.0507,0.3421,0.1560
chronos_small_resid,nasa/M-4,55319,1.0198,0.1459,0.1393
chronos_small_resid,nasa/M-5,54378.1,1.0137,0.0880,0.1496
chronos_small_resid,nasa/P-15,49275.1,1.1415,0.6280,0.0093
chronos_small_resid,nasa/C-2,54662.8,0.9910,-0.0622,0.2229
chronos_small_resid,nasa/T-12,54339.9,0.9900,-0.0612,0.1596
chronos_small_resid,nasa/T-13,55432.5,0.8735,-0.8912,0.2044
chronos_small_resid,nasa/D-14,46669.5,1.2518,0.8340,0.2229
chronos_small_resid,nasa/P-14,46336.4,0.9232,-0.2530,0.0464
chronos_small_resid,nasa/P-11,48983.4,1.1360,0.6042,0.1123
chronos_small_resid,nasa/D-16,54899.1,0.9990,-0.0065,0.2774
chronos_small_resid,nasa/F-8,51245.4,1.0052,0.0267,0.2863
chronos_small_resid,psm/psm,5.20685,1.3088,0.1078,0.3936
chronos_small_resid,smd/machine-1-1,4.39317,2.1365,0.7719,0.2517
chronos_small_resid,smd/machine-1-2,32742.7,1.1479,0.2872,0.2524
chronos_small_resid,smd/machine-1-3,1.68983,2.7297,0.9481,0.1251
chronos_small_resid,smd/machine-1-4,1.75036,2.7643,1.0946,0.1292
chronos_small_resid,smd/machine-1-5,4.37075,3.1738,0.6166,0.0242
chronos_small_resid,smd/machine-1-6,30176.3,0.5085,-0.8286,0.2115
chronos_small_resid,smd/machine-1-7,2.21906,1.0691,0.0802,0.1534
chronos_small_resid,smd/machine-1-8,5.36173,2.1482,0.7039,0.0964
chronos_small_resid,smd/machine-2-1,33054.9,1.0912,0.1942,0.0841
chronos_small_resid,smd/machine-2-2,3.97927,0.3367,-0.1767,0.1191
chronos_small_resid,smd/machine-2-3,3.46213,7.8935,3.4077,0.1386
chronos_small_resid,smd/machine-2-4,2.67201,2.2874,1.1354,0.1716
chronos_small_resid,smd/machine-2-5,32352.6,0.9226,-0.1208,0.0713
chronos_small_resid,smd/machine-2-6,6.06386,3.5172,2.6447,0.2035
chronos_small_resid,smd/machine-2-7,5.80524,14.6832,5.7774,0.1256
chronos_small_resid,smd/machine-2-8,3.74673,16.9023,10.8435,0.5145
chronos_small_resid,smd/machine-2-9,8796.51,1.0206,0.0177,0.1165
chronos_small_resid,smd/machine-3-1,5.10752,4.4032,3.7820,0.2081
chronos_small_resid,smd/machine-3-10,137.685,36.7791,2.2376,0.4093
chronos_small_resid,smd/machine-3-11,5.00102,7.4312,5.6780,0.3624
chronos_small_resid,smd/machine-3-2,3.21719,0.6603,-0.2961,0.0571
chronos_small_resid,smd/machine-3-3,1.6741,2.4477,1.7713,0.1424
chronos_small_resid,smd/machine-3-4,1.06232,1.0411,0.0719,0.0678
chronos_small_resid,smd/machine-3-5,2378.64,2.3919,0.4862,0.0515
chronos_small_resid,smd/machine-3-6,16.9169,0.8561,-0.0440,0.0885
chronos_small_resid,smd/machine-3-7,6.77322,2.6160,1.5283,0.0752
chronos_small_resid,smd/machine-3-8,8386.25,2.0067,0.8482,0.1757
chronos_small_resid,smd/machine-3-9,3.70601,4.0748,2.9424,0.2093
chronos_small_resid,ucr/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620,3.40812,1.4267,0.3272,0.0240
chronos_small_resid,ucr/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900,3.38617,0.4713,-0.4124,0.0074
chronos_small_resid,ucr/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900,3.42914,1.1678,0.1298,0.0103
chronos_small_resid,ucr/004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600,2.55395,1.7254,0.6490,0.0852
chronos_small_resid,ucr/006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,1.01685,2.7491,2.1077,0.0923
chronos_small_resid,ucr/007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544,1.06625,2.9044,2.2222,0.0910
chronos_small_resid,ucr/008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,1.03742,2.0084,1.2225,0.0512
chronos_small_resid,ucr/009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,1.02134,2.2210,1.3940,0.0793
chronos_small_resid,ucr/010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,1.02894,2.1323,1.3388,0.1118
chronos_small_resid,ucr/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100,1.6846,2.0451,0.6755,0.0399
chronos_small_resid,ucr/012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100,1.64077,1.3092,0.1924,0.0190
chronos_small_resid,ucr/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100,1.55025,2.1903,0.6635,0.0219
chronos_small_resid,ucr/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100,1.49551,1.9184,0.4943,0.0165
chronos_small_resid,ucr/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100,6.12093,1.5572,0.5099,0.0067
chronos_small_resid,ucr/016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100,1.97934,2.2547,0.6883,0.0234
chronos_small_resid,ucr/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100,1.96069,4.6671,1.9985,0.0226
chronos_small_resid,ucr/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100,1.53176,1.8518,0.4587,0.0125
chronos_small_resid,ucr/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212,5.645,0.8602,-0.1375,0.0092
chronos_small_resid,ucr/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388,5.65299,1.1148,0.1104,0.0476
chronos_small_resid,ucr/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993,5.59534,0.8344,-0.1593,0.0138
chronos_small_resid,ucr/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645,5.4886,1.8397,0.7989,0.0380
chronos_small_resid,ucr/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716,5.66917,1.2790,0.2697,0.0346
chronos_small_resid,ucr/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,5.04347,1.0887,0.0997,0.0141
chronos_small_resid,ucr/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,5.20873,0.2989,-0.7937,0.0073
chronos_small_resid,ucr/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,3.36421,1.4751,0.3881,0.0532
chronos_small_resid,ucr/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,5.74875,0.7889,-0.2023,0.0029
chronos_small_resid,ucr/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,6.06426,0.7751,-0.1967,0.0314
chronos_small_resid,ucr/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,5.00478,1.2198,0.2100,0.0387
chronos_small_resid,ucr/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,5.67876,0.8230,-0.1628,0.0035
chronos_small_resid,ucr/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,6.18696,1.1477,0.1441,0.0559
chronos_small_resid,ucr/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033,4.93466,2.4416,1.3851,0.2910
chronos_small_resid,ucr/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,3.21061,2.5292,1.2952,0.1621
chronos_small_resid,ucr/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,5.45437,0.9888,-0.0132,0.0310
chronos_small_resid,ucr/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,2.86348,0.8956,-0.1105,0.0347
chronos_small_resid,ucr/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,4.37283,0.2621,-0.6514,0.0276
chronos_small_resid,ucr/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260,0.765907,2.8595,2.0143,0.0292
chronos_small_resid,ucr/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932,0.76472,0.9086,-0.0985,0.0043
chronos_small_resid,ucr/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420,0.76023,1.6292,0.6823,0.0037
chronos_small_resid,ucr/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,0.761761,0.8669,-0.1446,0.0073
chronos_small_resid,ucr/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,0.747072,1.2693,0.2908,0.0110
chronos_small_resid,ucr/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,0.755784,0.5164,-0.5230,0.0103
chronos_small_resid,ucr/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,3.9062,1.5482,0.4628,0.0265
chronos_small_resid,ucr/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,0.365167,1.5516,0.5254,0.0369
chronos_small_resid,ucr/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,0.36931,0.9228,-0.0730,0.0301
chronos_small_resid,ucr/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,0.374451,1.8206,0.7225,0.0200
chronos_small_resid,ucr/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,0.360117,4.4464,3.0957,0.0699
chronos_small_resid,ucr/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,1.84372,1.7687,0.6521,0.1003
chronos_small_resid,ucr/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,1.67449,1.4209,0.3496,0.0043
chronos_small_resid,ucr/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,1.73962,1.3174,0.2702,0.0341
chronos_small_resid,ucr/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,1.70709,2.0849,0.9081,0.0041
chronos_small_resid,ucr/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,1.75185,2.4140,1.2250,0.0480
chronos_small_resid,ucr/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,1.2231,0.8272,-0.1810,0.0597
chronos_small_resid,ucr/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,1.52906,3.2834,2.3661,0.1747
chronos_small_resid,ucr/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,2.19202,2.2509,0.6308,0.0163
chronos_small_resid,ucr/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,2.28107,0.9575,-0.0232,0.0048
chronos_small_resid,ucr/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,2.17092,0.3854,-0.3214,0.0035
chronos_small_resid,ucr/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,2.21669,0.7690,-0.1168,0.0029
chronos_small_resid,ucr/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800,8.0876,0.6420,-0.2944,0.0085
chronos_small_resid,ucr/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800,7.64389,0.8683,-0.1069,0.0097
chronos_small_resid,ucr/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,7.50933,1.2338,0.1898,0.0463
chronos_small_resid,ucr/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180,7.47166,0.5987,-0.3407,0.0029
chronos_small_resid,ucr/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850,7.13394,0.8719,-0.1063,0.0162
chronos_small_resid,ucr/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,7.48575,1.1147,0.0978,0.0257
chronos_small_resid,ucr/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030,0.632357,0.7939,-0.1826,0.0066
chronos_small_resid,ucr/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025,0.64213,1.9574,0.8579,0.0146
chronos_small_resid,ucr/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,0.686668,0.7805,-0.1982,0.0137
chronos_small_resid,ucr/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558,0.592136,1.0847,0.0735,0.0091
chronos_small_resid,ucr/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,4.3896,2.3059,0.6835,0.0157
chronos_small_resid,ucr/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800,4.91428,5.2689,2.8009,0.0945
chronos_small_resid,ucr/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800,4.06135,0.9611,-0.0228,0.0100
chronos_small_resid,ucr/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,6.89069,1.2327,0.1868,0.0185
chronos_small_resid,ucr/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800,2.46986,0.8213,-0.1197,0.0147
chronos_small_resid,ucr/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800,2.76547,0.7277,-0.1517,0.0169
chronos_small_resid,ucr/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880,6.00943,1.2748,0.2491,0.0109
chronos_small_resid,ucr/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412,6.00667,0.5266,-0.4392,0.0017
chronos_small_resid,ucr/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,6.11488,1.6108,0.5652,0.0016
chronos_small_resid,ucr/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874,2.1517,2.8489,1.1077,0.0169
chronos_small_resid,ucr/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874,1.73872,1.2741,0.2797,0.0067
chronos_small_resid,ucr/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,4.6987,2.2153,0.8923,0.0157
chronos_small_resid,ucr/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740,2.92572,1.5351,0.3613,0.0176
chronos_small_resid,ucr/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740,3.07501,1.3009,0.2207,0.0168
chronos_small_resid,ucr/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,5.11343,1.3864,0.4181,0.0054
chronos_small_resid,ucr/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,4.91229,1.0516,0.0446,0.0125
chronos_small_resid,ucr/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370,4.79934,0.6940,-0.2583,0.0046
chronos_small_resid,ucr/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620,1.99755,1.2585,0.2057,0.0210
chronos_small_resid,ucr/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,1.82621,1.8625,0.7355,0.0894
chronos_small_resid,ucr/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,0.88983,2.1799,1.4312,0.0736
chronos_small_resid,ucr/096_UCR_Anomaly_NOISEECG4_5000_16900_17100,1.16063,2.4269,0.7499,0.0290
chronos_small_resid,ucr/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993,2.82965,0.9448,-0.0510,0.0140
chronos_small_resid,ucr/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,1.97852,0.6508,-0.3495,0.0024
chronos_small_resid,ucr/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,2.35928,1.4285,0.4411,0.0457
chronos_small_resid,ucr/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260,0.753497,2.7694,1.9153,0.0284
chronos_small_resid,ucr/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520,0.759414,0.8686,-0.1426,0.0076
chronos_small_resid,ucr/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,1.67728,1.5565,0.4766,0.0297
chronos_small_resid,ucr/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809,1.15239,2.5170,1.1983,0.0747
chronos_small_resid,ucr/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100,1.52272,0.3403,-0.3331,0.0035
chronos_small_resid,ucr/105_UCR_Anomaly_NOISEgait3_24500_59900_60500,1.86039,1.2566,0.1912,0.0248
chronos_small_resid,ucr/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850,1.26755,1.4346,0.3262,0.0232
chronos_small_resid,ucr/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,0.659873,0.5260,-0.4162,0.0120
chronos_small_resid,ucr/109_UCR_Anomaly_1sddb40_35000_52000_52620,3.44342,1.3450,0.2558,0.0226
chronos_small_resid,ucr/110_UCR_Anomaly_2sddb40_35000_56600_56900,3.46141,0.2112,-0.5890,0.0058
chronos_small_resid,ucr/111_UCR_Anomaly_3sddb40_35000_46600_46900,3.44697,1.2085,0.1556,0.0106
chronos_small_resid,ucr/112_UCR_Anomaly_BIDMC1_2500_5400_5600,2.33044,1.9574,0.7597,0.0971
chronos_small_resid,ucr/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,0.973585,2.8024,2.1189,0.0885
chronos_small_resid,ucr/115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,0.98235,3.1374,2.5183,0.1098
chronos_small_resid,ucr/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,0.955858,2.3833,1.6219,0.0731
chronos_small_resid,ucr/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,0.994195,2.1921,1.4004,0.0959
chronos_small_resid,ucr/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,0.992585,1.9120,1.0451,0.0891
chronos_small_resid,ucr/119_UCR_Anomaly_ECG1_10000_11800_12100,1.7278,2.1928,0.7275,0.0433
chronos_small_resid,ucr/120_UCR_Anomaly_ECG2_15000_16000_16100,1.71862,1.3927,0.2375,0.0203
chronos_small_resid,ucr/121_UCR_Anomaly_ECG3_15000_16000_16100,1.45899,2.3656,0.6637,0.0209
chronos_small_resid,ucr/122_UCR_Anomaly_ECG3_8000_17000_17100,1.35286,2.1445,0.5495,0.0147
chronos_small_resid,ucr/123_UCR_Anomaly_ECG4_5000_16800_17100,9.67178,1.2227,0.1562,0.0044
chronos_small_resid,ucr/124_UCR_Anomaly_ECG4_5000_16900_17100,1.82464,2.3679,0.6689,0.0238
chronos_small_resid,ucr/125_UCR_Anomaly_ECG4_5000_17000_17100,1.81697,5.2569,2.0781,0.0297
chronos_small_resid,ucr/126_UCR_Anomaly_ECG4_8000_17000_17100,1.35427,2.2389,0.5959,0.0139
chronos_small_resid,ucr/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,5.68868,1.0170,0.0150,0.0117
chronos_small_resid,ucr/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,5.64474,0.9687,-0.0279,0.0445
chronos_small_resid,ucr/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,5.68296,0.7226,-0.2463,0.0132
chronos_small_resid,ucr/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,5.62533,1.7127,0.6369,0.0345
chronos_small_resid,ucr/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716,5.70955,1.2628,0.2342,0.0365
chronos_small_resid,ucr/132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,5.15738,1.0091,0.0098,0.0130
chronos_small_resid,ucr/133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,5.14991,0.2608,-0.8068,0.0070
chronos_small_resid,ucr/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,3.11132,1.9758,0.7380,0.0742
chronos_small_resid,ucr/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,4.91013,0.7839,-0.1947,0.0029
chronos_small_resid,ucr/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,5.22893,0.9881,-0.0105,0.0339
chronos_small_resid,ucr/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,4.84971,1.1539,0.1418,0.0353
chronos_small_resid,ucr/138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,5.24806,1.5210,0.4750,0.0051
chronos_small_resid,ucr/139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,5.4493,1.2858,0.2539,0.0689
chronos_small_resid,ucr/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,4.29368,2.8400,1.6007,0.3267
chronos_small_resid,ucr/141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,3.00167,2.9019,1.6129,0.2046
chronos_small_resid,ucr/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,5.52202,0.8257,-0.1960,0.0297
chronos_small_resid,ucr/143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,2.36606,0.7347,-0.2449,0.0328
chronos_small_resid,ucr/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,3.6125,0.4302,-0.5234,0.0324
chronos_small_resid,ucr/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260,0.772301,2.7863,1.9317,0.0285
chronos_small_resid,ucr/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,0.768588,0.8261,-0.1873,0.0042
