dataset,series,domain,anomaly_kind,detector,tier,config,auc_pr,vus_pr,affil_f1,event_f1,runtime_s,tune_s,peak_mb,n_test,n_channels,anomaly_frac,status
nasa,T-13,msl,contextual,ae,default,,0.65599,0.61969,0.97932,0.75431,0.85,,192.1,2430,55,0.1037,ok
nasa,F-5,msl,point,iforest,default,,0.99293,0.81508,0.99986,1.0,1.49,,17.0,3922,55,0.0385,ok
nasa,F-5,msl,point,lof,default,,0.03759,0.05959,0.6243,0.03862,0.84,,17.0,3922,55,0.0385,ok
nasa,F-5,msl,point,knn,default,,0.04048,0.06154,0.62487,0.04087,0.6,,17.0,3922,55,0.0385,ok
nasa,F-5,msl,point,ae,default,,0.02824,0.04644,0.53119,0.00043,1.61,,298.8,3922,55,0.0385,ok
nasa,T-9,msl,point,iforest,default,,0.06352,0.09354,0.3089,0.0,1.24,,17.0,1096,55,0.10219,ok
nasa,T-9,msl,point,lof,default,,0.84927,0.84731,0.90003,0.66667,0.11,,17.0,1096,55,0.10219,ok
nasa,T-9,msl,point,knn,default,,0.84733,0.84449,0.89837,0.66667,0.09,,17.0,1096,55,0.10219,ok
nasa,T-9,msl,point,ae,default,,0.47769,0.63303,0.96849,0.76896,0.73,,98.2,1096,55,0.10219,ok
nasa,T-8,msl,contextual,iforest,default,,0.32923,0.46961,0.86118,0.54157,1.22,,17.0,1519,55,0.06715,ok
nasa,T-8,msl,contextual,lof,default,,0.77315,0.80939,0.98759,0.82667,0.26,,17.0,1519,55,0.06715,ok
nasa,T-8,msl,contextual,knn,default,,0.7806,0.80835,0.98686,0.83188,0.11,,17.0,1519,55,0.06715,ok
nasa,T-8,msl,contextual,ae,default,,0.07482,0.10762,0.50722,0.09029,0.65,,128.9,1519,55,0.06715,ok
nasa,D-15,msl,point,iforest,default,,0.56367,0.58385,0.86262,0.58015,1.59,,17.0,2158,55,0.29703,ok
nasa,D-15,msl,point,lof,default,,0.51694,0.54347,0.83752,0.56849,0.47,,17.0,2158,55,0.29703,ok
nasa,D-15,msl,point,knn,default,,0.52803,0.55454,0.84384,0.56991,0.28,,17.0,2158,55,0.29703,ok
nasa,D-15,msl,point,ae,default,,0.46674,0.50269,0.89527,0.47887,1.18,,179.6,2158,55,0.29703,ok
nasa,M-7,msl,point,iforest,default,,0.98766,0.95906,0.99885,0.99716,1.27,,17.0,2156,55,0.04685,ok
nasa,M-7,msl,point,lof,default,,0.98157,0.95547,0.99877,0.99432,0.4,,17.0,2156,55,0.04685,ok
nasa,M-7,msl,point,knn,default,,0.98157,0.95544,0.99877,0.99432,0.23,,17.0,2156,55,0.04685,ok
nasa,M-7,msl,point,ae,default,,0.03322,0.04837,0.50708,0.0,1.08,,176.1,2156,55,0.04685,ok
psm,psm,server_app,,iforest,default,,0.49659,0.55219,0.59379,0.46301,5.29,,17.0,40000,25,0.27318,ok
psm,psm,server_app,,iforest,tuned,"{'w': 200, 'n_estimators': 100}",0.51368,0.5806,0.60829,0.49001,7.64,17.57,0.0,40000,25,0.27318,ok
psm,psm,server_app,,lof,default,,0.43123,0.51752,0.61314,0.44537,34.67,,17.0,40000,25,0.27318,ok
psm,psm,server_app,,lof,tuned,"{'w': 100, 'k': 50}",0.43123,0.51752,0.61314,0.44537,36.78,80.42,0.0,40000,25,0.27318,ok
psm,psm,server_app,,knn,default,,0.47405,0.55927,0.64108,0.5318,24.61,,17.0,40000,25,0.27318,ok
psm,psm,server_app,,knn,tuned,"{'w': 100, 'k': 5}",0.47405,0.55927,0.64108,0.5318,25.74,39.23,0.0,40000,25,0.27318,ok
psm,psm,server_app,,ae,default,,0.54245,0.68148,0.76738,0.66314,19.77,,585.4,40000,25,0.27318,ok
psm,psm,server_app,,ae,tuned,"{'w': 100, 'hidden': 32, 'latent': 16}",0.49767,0.64751,0.80043,0.68538,28.07,86.71,0.0,40000,25,0.27318,ok
smd,machine-1-2,server,,iforest,default,,0.50451,0.55622,0.91736,0.57812,5.61,,17.0,23694,38,0.02287,ok
